language_token,count,english_name
pribuzne,1,
behwie,1,
jebnime,1,
trosilililillilililinku,1,
pochybnosti,1,
synom,1,
croatian,1,
hovorym,1,
anyanyelvem,1,
nezna,1,
august,1,
mojmu,1,
neviiim,1,
njlepsie,1,
treraz,1,
eskimactina,1,
branili,1,
lucky,1,
notte,1,
slofeensky,1,
patek,1,
auto,1,
sprech,1,
zacial,1,
slovenskyd,1,
daam,1,
saak,1,
tschechisch,1,
topankovy,1,
okulare,1,
existuju,1,
chorwatcina,1,
xx,1,
piratenship,1,
taqq,1,
chcet,1,
biele,1,
doruzumiet,1,
vecne,1,
pravemu,1,
ticha,1,
mraky,1,
london,1,
dozvies,1,
najlepsje,1,
zahambovat,1,
siice,1,
segi,1,
nezavidte,1,
byzantstina,1,
neeeeeeee,1,
nevidime,1,
ukrajinski,1,
krasna,1,
pesnickam,1,
vypotila,1,
nepotesil,1,
tjosku,1,
slovencinaaa,1,
merhaba,1,
ciganov,1,
zena,1,
chindi,1,
sakalanukovenarsky,1,
obidvoch,1,
ceny,1,
odrbavam,1,
oboje,1,
bavit,1,
ziransky,1,
natu,1,
ucm,1,
konicivaa,1,
slovickom,1,
nestane,1,
prehltol,1,
meeeee,1,
technicku,1,
vyhra,1,
slovennski,1,
oravsky,1,
bfff,1,
hieroglifoch,1,
burundstina,1,
spanielstinu,1,
odpovedou,1,
dobrych,1,
svoi,1,
zartujete,1,
podakovat,1,
comprends,1,
odborne,1,
hanblivych,1,
russky,1,
slintam,1,
snurok,1,
opakujte,1,
odvolavam,1,
neeeeeeeeeeeeeeeeeeee,1,
tovj,1,
skaredy,1,
francuzov,1,
objednat,1,
japonsko,1,
dkdeztak,1,
holansky,1,
nezahryzol,1,
krakercompetitie,1,
chino,1,
byschen,1,
astronomicky,1,
ruzovy,1,
cuzdij,1,
boskavanie,1,
zachrani,1,
pekfektne,1,
discoteka,1,
pripletie,1,
vyhlasujem,1,
prepadnem,1,
latiinskyy,1,
lingua,1,
daleko,1,
ezeket,1,
romanoo,1,
lingvisticke,1,
jahody,1,
hambit,1,
povi,1,
minus,1,
uspechu,1,
anglinov,1,
cistokrvny,1,
vyzerat,1,
chytam,1,
tisku,1,
ziriansky,1,
now,1,
kurwy,1,
porozumel,1,
mensie,1,
dievcatka,1,
swahilsky,1,
nudaaa,1,
nataso,1,
trosqa,1,
tato,1,
opicu,1,
nierne,1,
ukazal,1,
kolena,1,
ital,1,
anglisss,1,
rodnyy,1,
dakujem,1,
zosmolim,1,
japonec,1,
hocikym,1,
odtokov,1,
komjaticky,1,
seni,1,
vieleicht,1,
poziteho,1,
ky,1,
poa,1,
rozhovory,1,
slowenkqiss,1,
pouzivania,1,
zakusnem,1,
myslienkou,1,
body,1,
saram,1,
cute,1,
logopedicka,1,
papiment,1,
sri,1,
swoojj,1,
beri,1,
uatghjv,1,
malcik,1,
posumkovu,1,
nemcima,1,
verstehe,1,
hahha,1,
elfske,1,
viedni,1,
zum,1,
sadniu,1,
rodu,1,
slabee,1,
hranicami,1,
neminaaa,1,
uceni,1,
nutia,1,
byvala,1,
slovach,1,
stopercentne,1,
indonesky,1,
troxicku,1,
spielen,1,
nniitttrriiaannsskkyy,1,
neake,1,
milacka,1,
hlupakom,1,
rin,1,
pomlcme,1,
trsilinku,1,
cistinu,1,
lubeznu,1,
veeeee,1,
stanem,1,
hluchonemecky,1,
tobolo,1,
arabski,1,
hiawne,1,
bezvysledne,1,
hocikoho,1,
akreditaciu,1,
perfekne,1,
besonders,1,
twojich,1,
zdolawam,1,
dwocjornejm,1,
goes,1,
zmrzol,1,
lapastinu,1,
pigmejov,1,
mumin,1,
mamy,1,
nohu,1,
veeeeela,1,
psstt,1,
ruskym,1,
vpritomnosti,1,
taaago,1,
hihihihi,1,
cesku,1,
infaaaaaarkt,1,
tatinko,1,
francuzaku,1,
ukecana,1,
belgickej,1,
najlepsii,1,
hovoriaci,1,
mararsky,1,
nadavam,1,
johet,1,
snazili,1,
pravopysu,1,
maminou,1,
patry,1,
daks,1,
drahy,1,
madarky,1,
prahe,1,
di,1,
zmrzline,1,
eto,1,
nekonecna,1,
ludmi,1,
lotysky,1,
sakua,1,
slabulinko,1,
zistit,1,
porozumeli,1,
pravdiva,1,
vizeram,1,
kamaratov,1,
hih,1,
today,1,
cisky,1,
vb,1,
tzn,1,
chee,1,
noooooooooo,1,
jazykaa,1,
newimysleli,1,
kurde,1,
nepopletie,1,
bietnamsky,1,
sloovensky,1,
dovidenia,1,
jebavy,1,
vidi,1,
predstavte,1,
naznasam,1,
mzuri,1,
donutil,1,
quite,1,
mnooooo,1,
vzdelaana,1,
blll,1,
vmit,1,
wseliaky,1,
martansky,1,
najlepsiee,1,
dohovrim,1,
vseky,1,
normy,1,
morzeovkou,1,
arabstinou,1,
jghjxi,1,
nauciiilaa,1,
nemylit,1,
monikinym,1,
unliebe,1,
skleroza,1,
vietnamcina,1,
forrikova,1,
ahead,1,
polozme,1,
qjsbhjbshjbh,1,
dorozumet,1,
vykecala,1,
vevericiek,1,
sze,1,
premna,1,
koritnaciek,1,
istotou,1,
chrenovsky,1,
vysokej,1,
natolko,1,
pivna,1,
poradi,1,
zorientujem,1,
magyart,1,
opity,1,
newii,1,
waiatkin,1,
hatlalancinu,1,
obdivujem,1,
damit,1,
prazskom,1,
noha,1,
normalni,1,
vypluje,1,
suransky,1,
necela,1,
nudna,1,
zaujimavych,1,
celkoom,1,
kravicka,1,
mimiku,1,
yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,1,
chutovymi,1,
fransuzsky,1,
dovolenky,1,
vysli,1,
laposnky,1,
prida,1,
ren,1,
anglini,1,
oblubenec,1,
cechom,1,
seslovensky,1,
owlladam,1,
najnovsom,1,
tensvojslovenski,1,
mongolsy,1,
zabuudla,1,
et,1,
dohovorime,1,
female,1,
vysvetlit,1,
nedala,1,
norski,1,
trio,1,
osobou,1,
zapametala,1,
zajebaaaat,1,
sturovcina,1,
poslowensky,1,
vyhovuje,1,
petkov,1,
miiii,1,
rozpraavat,1,
zapoti,1,
zdraviii,1,
vitam,1,
chvalia,1,
sintamaisay,1,
trnafsky,1,
dammen,1,
spanielskom,1,
japoncikmi,1,
ovladaam,1,
najvacej,1,
entschuldigung,1,
inymi,1,
taliana,1,
chytim,1,
mojjjj,1,
kocovnikov,1,
maadarsky,1,
prece,1,
zalube,1,
pascalu,1,
parlamente,1,
pohody,1,
italian,1,
lahky,1,
ucenliva,1,
polskym,1,
ajeje,1,
cudovala,1,
muoj,1,
zviknem,1,
jasneee,1,
kozi,1,
ruscinu,1,
esteeee,1,
dizgrafik,1,
debil,1,
bytosti,1,
aaaach,1,
predmetu,1,
najpodstatnejsie,1,
surinam,1,
skvelo,1,
blaznivy,1,
barjako,1,
gracie,1,
dostanem,1,
tocicko,1,
gehts,1,
nesmej,1,
daaaaaa,1,
ina,1,
fasinsky,1,
stekaci,1,
automatom,1,
kvalifikaciu,1,
nasiel,1,
prepadavam,1,
spanglish,1,
lehotskyy,1,
mensin,1,
byvale,1,
danglickyyyy,1,
prehanam,1,
samozrjme,1,
russkij,1,
mooozno,1,
mortis,1,
samajamadomfuc,1,
chai,1,
magiarok,1,
slove,1,
stratila,1,
wedstrijd,1,
zvycajne,1,
sovinistov,1,
chorvatskyxdd,1,
amozno,1,
spokojne,1,
mangolsky,1,
nemoze,1,
somalcinu,1,
staroperzstina,1,
rspect,1,
obe,1,
uharky,1,
slowemskii,1,
spokojnosti,1,
denn,1,
letzten,1,
zakladoch,1,
nfm,1,
owlaadnut,1,
leniva,1,
vramci,1,
komote,1,
prekladacom,1,
poznaju,1,
zijem,1,
nudiim,1,
niake,1,
baars,1,
voi,1,
wejkinho,1,
virezal,1,
poprosis,1,
aktoch,1,
blbooost,1,
potichu,1,
vcitit,1,
hocikedy,1,
dorozumies,1,
purcooo,1,
cesccinuu,1,
dokazal,1,
parselcinu,1,
francustine,1,
vycibrenej,1,
celustny,1,
neovladas,1,
profil,1,
vystrc,1,
nikic,1,
zeleninovy,1,
nitraaanstinu,1,
krasnu,1,
rechts,1,
owladat,1,
vyucby,1,
ulackyy,1,
hodit,1,
hola,1,
trooosku,1,
nefunguje,1,
makovy,1,
trojku,1,
behac,1,
spanish,1,
pohlawny,1,
panc,1,
precita,1,
lyzica,1,
odumrel,1,
latinskyy,1,
holandstiny,1,
skrto,1,
tilastoa,1,
rodnemu,1,
muzom,1,
donutena,1,
kozou,1,
jebat,1,
ozraty,1,
trpazlipictipinapa,1,
druhych,1,
logicke,1,
hebrejskya,1,
prestal,1,
japon,1,
spoluziaka,1,
stredoskolskych,1,
zakaladky,1,
dojce,1,
nepocuva,1,
waaaau,1,
lesa,1,
pridobre,1,
nadarsky,1,
lanskych,1,
rodeny,1,
trosickach,1,
nepowiem,1,
niejak,1,
barmcina,1,
archaicku,1,
neznasala,1,
hodinu,1,
samopalsky,1,
parssselcccina,1,
like,1,
radcej,1,
chlapcooom,1,
slovenskomadarsky,1,
blabotiku,1,
jazykovych,1,
sladsie,1,
pozriem,1,
spanielska,1,
vulgarizmi,1,
einbisschen,1,
die,1,
poraadnee,1,
vojak,1,
nezahynul,1,
marhaba,1,
nemame,1,
ziackej,1,
slovenskyyyyyyy,1,
umaga,1,
zavisiace,1,
heeej,1,
babindolsky,1,
akko,1,
jen,1,
dddddddd,1,
waaaaw,1,
zmienku,1,
xceem,1,
citim,1,
eskimactinu,1,
stvorenie,1,
celeho,1,
rusk,1,
ulacki,1,
ovsky,1,
nuz,1,
videt,1,
dkum,1,
fracuzak,1,
naneeeee,1,
dno,1,
seci,1,
krovacstinu,1,
opacnym,1,
kosti,1,
dany,1,
well,1,
dymovimi,1,
nitraaancinu,1,
hodnotit,1,
zennur,1,
cakam,1,
papulnati,1,
karibu,1,
hlavnie,1,
najradcej,1,
svalov,1,
prvyy,1,
xixix,1,
habari,1,
kiss,1,
picit,1,
niekotry,1,
slovenskonespisovny,1,
nebavilo,1,
ugro,1,
svojjjjjjjjjjjjjjjjjjjjjj,1,
mismas,1,
nitraaaancinu,1,
nusim,1,
nehaj,1,
thom,1,
hondacki,1,
volaju,1,
nitriancinu,1,
zalubeny,1,
smermi,1,
british,1,
kseftarom,1,
obuvam,1,
inkov,1,
kazdyyyy,1,
komunikacne,1,
antarkticky,1,
paroky,1,
prakticka,1,
trucho,1,
romania,1,
laostina,1,
porane,1,
cmuuuuuuuuuuuuuuuuuuuuuuuu,1,
priatelia,1,
ostrebany,1,
stete,1,
zadarii,1,
hik,1,
fransba,1,
vravia,1,
mondogovat,1,
bezpochyb,1,
frj,1,
tano,1,
taxiku,1,
rozunies,1,
zakladna,1,
plete,1,
niho,1,
kralovski,1,
francuztiny,1,
piatom,1,
never,1,
chandi,1,
ustockaach,1,
jayzk,1,
nechvalila,1,
slonstina,1,
nitrancan,1,
vizor,1,
vysadit,1,
zasek,1,
own,1,
slovakom,1,
mojjjjjjjjj,1,
bangladescinu,1,
riadna,1,
uleti,1,
dojdi,1,
deformacie,1,
zriedka,1,
skazajte,1,
najeb,1,
nou,1,
menovaneho,1,
praca,1,
vytvoreny,1,
lala,1,
nitrancinaa,1,
jhaky,1,
myslou,1,
nebovy,1,
prietelov,1,
enghlish,1,
prirode,1,
fir,1,
bb,1,
prosku,1,
doposial,1,
view,1,
smirgel,1,
rozumet,1,
neumriem,1,
nechytila,1,
rodicov,1,
dere,1,
masle,1,
gavariem,1,
cigaretu,1,
alezaujima,1,
huronsky,1,
prejaaakam,1,
skrillex,1,
nemi,1,
kamarati,1,
zaderim,1,
necakajte,1,
necham,1,
npo,1,
napad,1,
kanibali,1,
bis,1,
nedostal,1,
nepotrebnaaaa,1,
gronsky,1,
nazoru,1,
naa,1,
bosky,1,
jaskynne,1,
vediat,1,
slovenskya,1,
chod,1,
francuz,1,
xdt,1,
slovenskyyyyyy,1,
kozicka,1,
ruskom,1,
vzdelana,1,
obou,1,
macaciiii,1,
petky,1,
akasi,1,
sedky,1,
slovnensky,1,
vipijem,1,
nejakemu,1,
domyslite,1,
rocna,1,
tajna,1,
farncuztina,1,
fracnuzky,1,
hroozne,1,
pokecu,1,
spanische,1,
mencina,1,
slovr,1,
azerbajdzansky,1,
potvrdzuje,1,
halvneeee,1,
spanyolul,1,
zla,1,
slaby,1,
adamko,1,
vyhynutych,1,
najlepsejse,1,
nedohovoris,1,
sbvoj,1,
trosinkaa,1,
afrikansky,1,
daaaa,1,
jamas,1,
konecnom,1,
ahsb,1,
zdaleka,1,
idemi,1,
kukurica,1,
lamanu,1,
anglickysom,1,
overit,1,
rozmiem,1,
rodicom,1,
anglictini,1,
nulova,1,
curacik,1,
zvlaaadnem,1,
japoncine,1,
pozerala,1,
aked,1,
ktorymi,1,
ktoremu,1,
nyelveket,1,
predlzi,1,
taliatncina,1,
celku,1,
sihilstina,1,
ajn,1,
cunik,1,
bella,1,
materinky,1,
platna,1,
francuzske,1,
nhekoho,1,
papagajovskyy,1,
iniciativy,1,
dheeh,1,
komunikativne,1,
dibec,1,
bodov,1,
vykopat,1,
vyberam,1,
kamzik,1,
cudzych,1,
konzultacne,1,
talianom,1,
rapotania,1,
boys,1,
dohoworila,1,
dtokararaj,1,
prehnane,1,
pretsa,1,
osobnom,1,
donedavna,1,
hocikto,1,
rwande,1,
charaso,1,
zenskym,1,
ovlaaadam,1,
bozky,1,
tatuu,1,
guo,1,
malimbo,1,
ovladac,1,
vyskakuje,1,
lekarska,1,
lubozvucny,1,
slovenskoromsky,1,
registracia,1,
viplazovat,1,
francuzaciky,1,
chinsky,1,
jaaaa,1,
vietkongov,1,
vlasneho,1,
nevydalo,1,
francuzsstina,1,
denke,1,
chodiim,1,
dorozumim,1,
zalezitost,1,
masi,1,
fajnovo,1,
hlavvne,1,
presvedcit,1,
romcine,1,
sonickin,1,
telepatiu,1,
ista,1,
odrezali,1,
pytat,1,
verstehen,1,
slovanskim,1,
utratit,1,
rodnom,1,
kratk,1,
skusenost,1,
mojki,1,
slovaan,1,
malaizsky,1,
francee,1,
zamestnanci,1,
spisovny,1,
mfwg,1,
hausaufgabe,1,
posunkoveho,1,
tes,1,
slovakul,1,
nezabudnutelna,1,
slovenskky,1,
suhlasi,1,
nelubim,1,
japponcinu,1,
isiel,1,
poranne,1,
naslovensku,1,
sloveso,1,
doisch,1,
yugo,1,
kravinu,1,
nasilu,1,
nudnu,1,
looser,1,
vynikajuce,1,
tagai,1,
konzeretravu,1,
slavacky,1,
ael,1,
svooojj,1,
dorozuumel,1,
vychodnarsku,1,
davat,1,
prezerat,1,
pacii,1,
predstavoval,1,
multilanguage,1,
byvaleho,1,
duta,1,
ku,1,
nitranska,1,
lepsom,1,
domov,1,
zes,1,
moozno,1,
velm,1,
wen,1,
linguam,1,
jebe,1,
vsetkym,1,
nove,1,
reszegen,1,
schajze,1,
nemka,1,
trepe,1,
kricia,1,
mbibili,1,
ruskynemecky,1,
danej,1,
provokujem,1,
nestazovaldd,1,
nesuhlasis,1,
sedem,1,
zbezancina,1,
cikansky,1,
fem,1,
vysledky,1,
apacou,1,
nezabije,1,
krajsieho,1,
pojde,1,
asante,1,
pohlavim,1,
zavidel,1,
vine,1,
izi,1,
pozmenil,1,
nenaucim,1,
taktiet,1,
ivansky,1,
cistocne,1,
hlavnesvoj,1,
hlavny,1,
zvieracia,1,
abi,1,
basic,1,
hovby,1,
ibaa,1,
ovecka,1,
klaine,1,
mesiacoch,1,
svahilcinu,1,
angepisst,1,
prisity,1,
kazedho,1,
beginner,1,
partnerke,1,
nevykokcem,1,
popliest,1,
dten,1,
inteligentni,1,
babou,1,
dikes,1,
anliku,1,
olovo,1,
jesne,1,
krkolamnych,1,
ranajsi,1,
komaua,1,
spanielsym,1,
najlepseeeee,1,
telom,1,
chamoro,1,
rakuskemu,1,
troxu,1,
fake,1,
nima,1,
andrew,1,
cmukk,1,
gramatyki,1,
nerata,1,
anglikussss,1,
herren,1,
zany,1,
cesty,1,
hresenieeeeeeeeeeee,1,
anglickz,1,
gujaratcina,1,
stuuurovsku,1,
slovenskyyyyyyyyy,1,
radost,1,
ovladol,1,
mafianskych,1,
pravaj,1,
zakladnej,1,
nebudeme,1,
dlhym,1,
spocitam,1,
nehovorit,1,
pravitko,1,
ceskya,1,
viam,1,
cisto,1,
neodpadavaj,1,
brblawi,1,
ukrajinskky,1,
nudzovo,1,
obetavo,1,
prezeniem,1,
tebilnu,1,
akehokolvek,1,
stavoch,1,
macedosky,1,
ziem,1,
arabstina,1,
pyta,1,
adameckowuu,1,
dorozumjem,1,
uhersky,1,
pu,1,
drobec,1,
mandarinstinu,1,
nesmie,1,
dotknem,1,
vha,1,
donho,1,
uvaril,1,
tewaz,1,
douciii,1,
srdca,1,
lutujem,1,
seliako,1,
pomadarsky,1,
ixi,1,
vlastnyy,1,
niesomxd,1,
chorvacki,1,
reciach,1,
escobar,1,
dievcata,1,
nelubi,1,
anglycki,1,
dotoho,1,
videl,1,
malokto,1,
nemmecky,1,
dass,1,
aglicki,1,
uvidim,1,
mylujem,1,
milenci,1,
uzbegistansky,1,
seckyx,1,
armensky,1,
hotentotom,1,
kodovaci,1,
pozdrav,1,
ciastocnee,1,
sthu,1,
swojjj,1,
odmala,1,
wolako,1,
cislo,1,
tete,1,
myslienky,1,
posunkovy,1,
cgn,1,
plinulo,1,
dnuka,1,
talian,1,
zlepsim,1,
najprijemnejsi,1,
schomolenaa,1,
zlyzal,1,
nemecke,1,
bieleho,1,
afrikancina,1,
suslem,1,
cseh,1,
obomi,1,
dopletie,1,
maker,1,
prepadol,1,
francsky,1,
prekvapit,1,
hlavni,1,
natrafim,1,
ockooom,1,
werden,1,
svet,1,
pelikana,1,
katze,1,
lognem,1,
pocase,1,
papiera,1,
sag,1,
nitranizovana,1,
hungarisen,1,
anlicky,1,
amatersky,1,
rozumis,1,
ostetne,1,
skusala,1,
nieze,1,
miernej,1,
cosa,1,
zostupne,1,
dvaktat,1,
studovanie,1,
akoo,1,
biednejsie,1,
barsjakyy,1,
madjaari,1,
spomenulaa,1,
kung,1,
maciek,1,
zakladi,1,
aleksinsky,1,
stel,1,
fiem,1,
sna,1,
svuuj,1,
titulkov,1,
tetu,1,
neemecky,1,
upre,1,
ksefte,1,
skupiny,1,
maaasz,1,
matla,1,
priboskavaniii,1,
suomen,1,
hresit,1,
ciast,1,
doucovanie,1,
snivam,1,
zhodnotit,1,
if,1,
anglican,1,
psychicke,1,
vede,1,
learn,1,
spievat,1,
kanabongaaaaa,1,
zdokonalenie,1,
italske,1,
teoreticamente,1,
sovenky,1,
bosansky,1,
kazdopadne,1,
chlapi,1,
vsecke,1,
twoska,1,
zasluhy,1,
priatelou,1,
madrsky,1,
chlapcoom,1,
komjatcky,1,
ftrancuzky,1,
magyersky,1,
manga,1,
comprende,1,
adzerbajdzansky,1,
schopnosti,1,
taaakze,1,
tard,1,
vacssinou,1,
chapete,1,
velrybi,1,
najbravurnejsie,1,
fuuj,1,
amo,1,
druhymi,1,
posledy,1,
jaz,1,
nervov,1,
ras,1,
skolem,1,
drink,1,
sestrou,1,
avec,1,
trawie,1,
neovladol,1,
nalozeny,1,
slaboo,1,
latinam,1,
avlastny,1,
zaciatok,1,
vyucuje,1,
twat,1,
jayzkov,1,
napiiiiis,1,
jazika,1,
nasadne,1,
byl,1,
stazovat,1,
snahy,1,
kkurz,1,
kredity,1,
heheheh,1,
profi,1,
python,1,
obmedzuje,1,
galaxii,1,
meke,1,
volake,1,
popletie,1,
forever,1,
script,1,
nulaa,1,
pusinky,1,
spanielsku,1,
vktorej,1,
tule,1,
mdarsky,1,
nevyparia,1,
viiiis,1,
wietnamsky,1,
portorikaneccc,1,
pucioci,1,
tvor,1,
staale,1,
myslimm,1,
celkomm,1,
listy,1,
smoolaa,1,
liskovu,1,
dopisem,1,
nepoculi,1,
nejke,1,
jozka,1,
zaklada,1,
owacki,1,
vac,1,
chorvata,1,
dietky,1,
zvetsa,1,
judo,1,
rom,1,
osieho,1,
predvsazate,1,
zadriem,1,
zuraaavl,1,
preverim,1,
mikro,1,
hadom,1,
go,1,
pardon,1,
play,1,
repuem,1,
jakoze,1,
umivalla,1,
katsoa,1,
kkks,1,
jaaaaaaa,1,
cudziee,1,
pravdu,1,
ucin,1,
rypnut,1,
parizsky,1,
aaaaale,1,
lasqaa,1,
donutila,1,
obchode,1,
new,1,
hrncarovski,1,
pohutoryt,1,
posklada,1,
dakdi,1,
madyarsky,1,
mekegek,1,
matkou,1,
ves,1,
svojh,1,
ilove,1,
nadavek,1,
rosa,1,
ovladne,1,
snazit,1,
low,1,
silviin,1,
nechapete,1,
zell,1,
muy,1,
podani,1,
hungarian,1,
doucovatelku,1,
zkazdeho,1,
stadte,1,
est,1,
nedaa,1,
bronxu,1,
anii,1,
espanyol,1,
ovldam,1,
gestikulacia,1,
neuspela,1,
fbc,1,
chodiaci,1,
rap,1,
megtanulni,1,
slovanski,1,
zdravia,1,
vzdialena,1,
zasobu,1,
bohwii,1,
mosno,1,
slowenskiiiiiiiii,1,
bovie,1,
bleeeeeeee,1,
ponuky,1,
domienkach,1,
indaci,1,
vzrusujuci,1,
slovensi,1,
eset,1,
houby,1,
jedlaa,1,
koni,1,
neeeeeeeee,1,
glaubst,1,
ratsej,1,
pocesky,1,
umi,1,
pablo,1,
vseved,1,
deuschkurs,1,
bratislava,1,
sl,1,
zoborsky,1,
bernardin,1,
babeniek,1,
somnou,1,
azerbajcanka,1,
strasnee,1,
there,1,
macedonski,1,
claretta,1,
odrezany,1,
nitrancansky,1,
anglictinarka,1,
jaka,1,
postelovu,1,
tesnej,1,
spolu,1,
gavarju,1,
ruhe,1,
potroske,1,
lamavu,1,
trin,1,
cuduj,1,
ubohaa,1,
komunikujem,1,
picee,1,
ranny,1,
iduuu,1,
welche,1,
blabocem,1,
hububuna,1,
trapnu,1,
angliiicky,1,
esste,1,
skupinu,1,
nikaki,1,
bode,1,
vejvar,1,
tocharcina,1,
nemecqy,1,
prafdaze,1,
musii,1,
triezvy,1,
frncuski,1,
chybas,1,
poslat,1,
silou,1,
latincinuu,1,
ya,1,
dreveny,1,
velkee,1,
francuzi,1,
nejaq,1,
polabcina,1,
stratim,1,
chalana,1,
nevidi,1,
comlogo,1,
dolnych,1,
odborny,1,
suuu,1,
xxxxxxxxxxxxxxxxxxxxxxx,1,
predali,1,
cigano,1,
pobavit,1,
odidva,1,
stoji,1,
stare,1,
opicou,1,
spechovat,1,
malokralovsky,1,
partnerky,1,
srbstina,1,
dnoo,1,
rychlost,1,
zapade,1,
lanponstina,1,
zapojim,1,
spanjelsky,1,
cucut,1,
ı,1,
vyberiem,1,
vycerpal,1,
zovsetkych,1,
cestenu,1,
pomoc,1,
imperialisti,1,
ppokrocily,1,
prechadzam,1,
vyzera,1,
skusat,1,
komplet,1,
tukes,1,
nerozumeju,1,
nedelu,1,
erazmusu,1,
chel,1,
alenie,1,
verziu,1,
hodim,1,
nespisovny,1,
snaxim,1,
negramotny,1,
hovadinu,1,
babu,1,
mosim,1,
slowenkyyy,1,
indocinsky,1,
berie,1,
chia,1,
dos,1,
preiemerne,1,
spat,1,
gabikin,1,
primerne,1,
fajnovy,1,
zahranicny,1,
pocuvat,1,
platim,1,
povodne,1,
sicilskym,1,
zaratat,1,
blizke,1,
kuka,1,
uckat,1,
specifycku,1,
ruku,1,
rodni,1,
maaam,1,
ceskyyyy,1,
kks,1,
bezne,1,
ukr,1,
portugalski,1,
haaaa,1,
unknown,1,
goodle,1,
alkoholickom,1,
nadane,1,
prekvapeny,1,
dvaja,1,
arschloch,1,
madarskym,1,
ceska,1,
cernobily,1,
ouuu,1,
pocco,1,
ajajajaj,1,
tochen,1,
ungarise,1,
chrabaszcz,1,
ludstva,1,
barbadocina,1,
vjem,1,
skusil,1,
polovicato,1,
mysliis,1,
kamionstinu,1,
ludom,1,
jelenecky,1,
zucastnenych,1,
frajcuzsky,1,
nepekne,1,
vogel,1,
hrat,1,
lool,1,
sloenski,1,
legszebb,1,
belgicke,1,
priemerna,1,
svedstina,1,
slawak,1,
kruzok,1,
kludne,1,
striezvom,1,
krajnom,1,
bull,1,
bueeeeeeeee,1,
prekvapenie,1,
pretrpiet,1,
neboli,1,
tvooy,1,
nevyjadruje,1,
parada,1,
lavej,1,
tequila,1,
nemeckyt,1,
jablko,1,
nahneva,1,
nejakych,1,
neviete,1,
jezkovi,1,
herzlich,1,
inach,1,
ceskou,1,
rezervy,1,
picaba,1,
ger,1,
anglincky,1,
dakto,1,
jednicku,1,
automaticky,1,
einbischen,1,
celej,1,
baustelle,1,
vystiznejsie,1,
chybami,1,
kieli,1,
tebia,1,
polsko,1,
taaag,1,
lasenka,1,
mimozenstansky,1,
anglitctina,1,
mua,1,
naletel,1,
lizkat,1,
vlastnej,1,
tintok,1,
jaziki,1,
nemcov,1,
hneda,1,
bat,1,
jiso,1,
nestes,1,
vselijako,1,
potreboval,1,
etudie,1,
juho,1,
ancuzsky,1,
ruskyale,1,
narodny,1,
filip,1,
napisala,1,
rozkecam,1,
duracki,1,
dekoder,1,
hebreicinu,1,
srdecne,1,
mongolsko,1,
sanghajsky,1,
jorno,1,
swwoj,1,
gud,1,
peklo,1,
neide,1,
inyy,1,
nenajedla,1,
pariza,1,
japonskej,1,
until,1,
ucily,1,
piatky,1,
neukradli,1,
nemec,1,
priiide,1,
pouzi,1,
potim,1,
nausit,1,
aaaaaaaaaaaaa,1,
vylepseny,1,
volajte,1,
wybrat,1,
fard,1,
litroch,1,
urobit,1,
zil,1,
dau,1,
slovaaak,1,
juhoslovansky,1,
hehhehe,1,
meni,1,
nijako,1,
trohcu,1,
velvyslanec,1,
italy,1,
turectina,1,
rocik,1,
kontakt,1,
praktickej,1,
azbukou,1,
seviyorum,1,
zadari,1,
neuuspesne,1,
ojebwam,1,
zubov,1,
rumungalsky,1,
zablabotat,1,
corse,1,
jek,1,
sky,1,
niak,1,
spanieslky,1,
sicke,1,
oowladam,1,
dedo,1,
pekni,1,
talianksky,1,
pochytit,1,
zvladne,1,
nm,1,
rozumoem,1,
tvojmu,1,
chatting,1,
hibat,1,
konec,1,
hreben,1,
neandrtalsky,1,
nedelaa,1,
koktavych,1,
skvlee,1,
vyberany,1,
vyucovanie,1,
sympaticke,1,
uhol,1,
madarcini,1,
potencionalnych,1,
neexistujuce,1,
morskych,1,
nooooooooooo,1,
uuplne,1,
jeee,1,
dohovoim,1,
mlamlamla,1,
tuloksista,1,
howorit,1,
nehodi,1,
ddno,1,
kiripolski,1,
nezabudnem,1,
dvojzmyselcinou,1,
nadobrej,1,
pritazlivy,1,
vyrobnom,1,
krovacki,1,
nmmecky,1,
nudaaaa,1,
bezvladne,1,
kamoskou,1,
vacsinnou,1,
slovicek,1,
najsladsej,1,
niekolkych,1,
nezajem,1,
citi,1,
doslova,1,
jeko,1,
knizky,1,
egyptsky,1,
utiahol,1,
nespecifikovatelny,1,
dinak,1,
habsburgovcov,1,
madarskyyyyyyyy,1,
preko,1,
dementov,1,
jete,1,
soj,1,
eine,1,
vyskusajte,1,
hebrejskii,1,
roznymi,1,
nemtavy,1,
soll,1,
skromny,1,
vpravo,1,
uk,1,
anglinaxdd,1,
vidlickou,1,
zaraz,1,
napoly,1,
xciganski,1,
hutorim,1,
jugoslavsky,1,
jul,1,
clowek,1,
dolezite,1,
booobre,1,
skvelych,1,
priemer,1,
zaviazat,1,
laska,1,
televizor,1,
konzumacia,1,
najlahsii,1,
tlosku,1,
ogsa,1,
wjem,1,
lito,1,
angllicky,1,
neprepadol,1,
snurky,1,
skorej,1,
jazycky,1,
kmenou,1,
mojjj,1,
piatych,1,
castejsie,1,
zaspeakujem,1,
hungaroring,1,
chabee,1,
